Unnamed: 0,FORMULATION,Specific Capacity,FORMULATION_CANONICAL_SMILES,FORMULATION_MOLECULAR_FORMULA,FORMULATION_IUPAC_NAME,FORMULATION_INCHI,FORMULATION_SELFIES
100,<formulation_start>C1COCO1<sep>67.14<sep>COCCOCCOCCOCCOC<sep>17.056<sep>CCOCCOCCOC(=O)C<sep>5.381<sep>[Li]N(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F<sep>4.695<sep>[Li+].O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2<sep>3.756<sep>[Li+].[N+](=O)([O-])[O-]<sep>1.972<formulation_end>,40,<formulation_start><smiles>C1COCO1<sep>67.14<sep><smiles>COCCOCCOCCOCCOC<sep>17.056<sep><smiles>CCOCCOCCOC(C)=O<sep>5.381<sep><smiles>[Li]N(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F<sep>4.695<sep><smiles>O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>3.756<sep><smiles>O=[N+]([O-])[O-].[Li+]<sep>1.972<formulation_end>,<formulation_start><formula>C3H6O2<sep>67.14<sep><formula>C10H22O5<sep>17.056<sep><formula>C8H16O4<sep>5.381<sep><formula>C2F6LiNO4S2<sep>4.695<sep><formula>C4BLiO8<sep>3.756<sep><formula>LiNO3<sep>1.972<formulation_end>,"<formulation_start><iupac>1,3-dioxolane<sep>67.14<sep><iupac>1-methoxy-2-[2-[2-(2-methoxyethoxy)ethoxy]ethoxy]ethane<sep>17.056<sep><iupac>2-(2-ethoxyethoxy)ethyl acetate<sep>5.381<sep><iupac>lithium;bis(trifluoromethylsulfonyl)azanide<sep>4.695<sep><iupac>lithium;1,4,6,9-tetraoxa-5-boranuidaspiro[4.4]nonane-2,3,7,8-tetrone<sep>3.756<sep><iupac>lithium;nitrate<sep>1.972<formulation_end>","<formulation_start><inchi>InChI=1S/C3H6O2/c1-2-5-3-4-1/h1-3H2<sep>67.14<sep><inchi>InChI=1S/C10H22O5/c1-11-3-5-13-7-9-15-10-8-14-6-4-12-2/h3-10H2,1-2H3<sep>17.056<sep><inchi>InChI=1S/C8H16O4/c1-3-10-4-5-11-6-7-12-8(2)9/h3-7H2,1-2H3<sep>5.381<sep><inchi>InChI=1S/C2F6NO4S2.Li/c3-1(4,5)14(10,11)9-15(12,13)2(6,7)8;/q-1;+1<sep>4.695<sep><inchi>InChI=1S/C4BO8.Li/c6-1-2(7)11-5(10-1)12-3(8)4(9)13-5;/q-1;+1<sep>3.756<sep><inchi>InChI=1S/Li.NO3/c;2-1(3)4/q+1;-1<sep>1.972<formulation_end>",<formulation_start><selfies>[C][C][O][C][O][Ring1][Branch1]<sep>67.14<sep><selfies>[C][O][C][C][O][C][C][O][C][C][O][C][C][O][C]<sep>17.056<sep><selfies>[C][C][O][C][C][O][C][C][O][C][Branch1][C][C][=O]<sep>5.381<sep><selfies>[Li][N][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F]<sep>4.695<sep><selfies>[O][=C][O][B-1][Branch1][=Branch1][O][C][Ring1][Branch1][=O][O][C][=Branch1][C][=O][C][=Branch1][C][=O][O][Ring1][#Branch2].[Li+1]<sep>3.756<sep><selfies>[O][=N+1][Branch1][C][O-1][O-1].[Li+1]<sep>1.972<formulation_end>
39,<formulation_start>COCCC#N<sep>56.0<sep>CC(=O)N1CCCCCC1=O<sep>42.0<sep>C1CCC(=O)OCC1<sep>0.0<sep>[Li+].[N+](=O)([O-])[O-]<sep>2.0<formulation_end>,49.7368,<formulation_start><smiles>COCCC#N<sep>56.0<sep><smiles>CC(=O)N1CCCCCC1=O<sep>42.0<sep><smiles>O=C1CCCCCO1<sep>0.0<sep><smiles>O=[N+]([O-])[O-].[Li+]<sep>2.0<formulation_end>,<formulation_start><formula>C4H7NO<sep>56.0<sep><formula>C8H13NO2<sep>42.0<sep><formula>C6H10O2<sep>0.0<sep><formula>LiNO3<sep>2.0<formulation_end>,<formulation_start><iupac>3-methoxypropanenitrile<sep>56.0<sep><iupac>1-acetylazepan-2-one<sep>42.0<sep><iupac>oxepan-2-one<sep>0.0<sep><iupac>lithium;nitrate<sep>2.0<formulation_end>,"<formulation_start><inchi>InChI=1S/C4H7NO/c1-6-4-2-3-5/h2,4H2,1H3<sep>56.0<sep><inchi>InChI=1S/C8H13NO2/c1-7(10)9-6-4-2-3-5-8(9)11/h2-6H2,1H3<sep>42.0<sep><inchi>InChI=1S/C6H10O2/c7-6-4-2-1-3-5-8-6/h1-5H2<sep>0.0<sep><inchi>InChI=1S/Li.NO3/c;2-1(3)4/q+1;-1<sep>2.0<formulation_end>",<formulation_start><selfies>[C][O][C][C][C][#N]<sep>56.0<sep><selfies>[C][C][=Branch1][C][=O][N][C][C][C][C][C][C][Ring1][#Branch1][=O]<sep>42.0<sep><selfies>[O][=C][C][C][C][C][C][O][Ring1][#Branch1]<sep>0.0<sep><selfies>[O][=N+1][Branch1][C][O-1][O-1].[Li+1]<sep>2.0<formulation_end>
65,<formulation_start>COCCC#N<sep>56.0<sep>CC(=O)CC(C)=O<sep>42.0<sep>C1CCC(=O)OCC1<sep>0.0<sep>[Li+].[N+](=O)([O-])[O-]<sep>2.0<formulation_end>,0,<formulation_start><smiles>COCCC#N<sep>56.0<sep><smiles>CC(=O)CC(C)=O<sep>42.0<sep><smiles>O=C1CCCCCO1<sep>0.0<sep><smiles>O=[N+]([O-])[O-].[Li+]<sep>2.0<formulation_end>,<formulation_start><formula>C4H7NO<sep>56.0<sep><formula>C5H8O2<sep>42.0<sep><formula>C6H10O2<sep>0.0<sep><formula>LiNO3<sep>2.0<formulation_end>,"<formulation_start><iupac>3-methoxypropanenitrile<sep>56.0<sep><iupac>pentane-2,4-dione<sep>42.0<sep><iupac>oxepan-2-one<sep>0.0<sep><iupac>lithium;nitrate<sep>2.0<formulation_end>","<formulation_start><inchi>InChI=1S/C4H7NO/c1-6-4-2-3-5/h2,4H2,1H3<sep>56.0<sep><inchi>InChI=1S/C5H8O2/c1-4(6)3-5(2)7/h3H2,1-2H3<sep>42.0<sep><inchi>InChI=1S/C6H10O2/c7-6-4-2-1-3-5-8-6/h1-5H2<sep>0.0<sep><inchi>InChI=1S/Li.NO3/c;2-1(3)4/q+1;-1<sep>2.0<formulation_end>",<formulation_start><selfies>[C][O][C][C][C][#N]<sep>56.0<sep><selfies>[C][C][=Branch1][C][=O][C][C][Branch1][C][C][=O]<sep>42.0<sep><selfies>[O][=C][C][C][C][C][C][O][Ring1][#Branch1]<sep>0.0<sep><selfies>[O][=N+1][Branch1][C][O-1][O-1].[Li+1]<sep>2.0<formulation_end>
58,<formulation_start>COCCC#N<sep>56.0<sep>Cc1ccccc1<sep>42.0<sep>C1CCC(=O)OCC1<sep>0.0<sep>[Li+].[N+](=O)([O-])[O-]<sep>2.0<formulation_end>,56.9938,<formulation_start><smiles>COCCC#N<sep>56.0<sep><smiles>Cc1ccccc1<sep>42.0<sep><smiles>O=C1CCCCCO1<sep>0.0<sep><smiles>O=[N+]([O-])[O-].[Li+]<sep>2.0<formulation_end>,<formulation_start><formula>C4H7NO<sep>56.0<sep><formula>C7H8<sep>42.0<sep><formula>C6H10O2<sep>0.0<sep><formula>LiNO3<sep>2.0<formulation_end>,<formulation_start><iupac>3-methoxypropanenitrile<sep>56.0<sep><iupac>toluene<sep>42.0<sep><iupac>oxepan-2-one<sep>0.0<sep><iupac>lithium;nitrate<sep>2.0<formulation_end>,"<formulation_start><inchi>InChI=1S/C4H7NO/c1-6-4-2-3-5/h2,4H2,1H3<sep>56.0<sep><inchi>InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3<sep>42.0<sep><inchi>InChI=1S/C6H10O2/c7-6-4-2-1-3-5-8-6/h1-5H2<sep>0.0<sep><inchi>InChI=1S/Li.NO3/c;2-1(3)4/q+1;-1<sep>2.0<formulation_end>",<formulation_start><selfies>[C][O][C][C][C][#N]<sep>56.0<sep><selfies>[C][C][=C][C][=C][C][=C][Ring1][=Branch1]<sep>42.0<sep><selfies>[O][=C][C][C][C][C][C][O][Ring1][#Branch1]<sep>0.0<sep><selfies>[O][=N+1][Branch1][C][O-1][O-1].[Li+1]<sep>2.0<formulation_end>
12,<formulation_start>COCCC#N<sep>47.0<sep>COCCOC<sep>41.0<sep>COCCCCCOC<sep>10.0<sep>[Li+].[N+](=O)([O-])[O-]<sep>2.0<formulation_end>,109.20986,<formulation_start><smiles>COCCC#N<sep>47.0<sep><smiles>COCCOC<sep>41.0<sep><smiles>COCCCCCOC<sep>10.0<sep><smiles>O=[N+]([O-])[O-].[Li+]<sep>2.0<formulation_end>,<formulation_start><formula>C4H7NO<sep>47.0<sep><formula>C4H10O2<sep>41.0<sep><formula>C7H16O2<sep>10.0<sep><formula>LiNO3<sep>2.0<formulation_end>,"<formulation_start><iupac>3-methoxypropanenitrile<sep>47.0<sep><iupac>1,2-dimethoxyethane<sep>41.0<sep><iupac>1,5-dimethoxypentane<sep>10.0<sep><iupac>lithium;nitrate<sep>2.0<formulation_end>","<formulation_start><inchi>InChI=1S/C4H7NO/c1-6-4-2-3-5/h2,4H2,1H3<sep>47.0<sep><inchi>InChI=1S/C4H10O2/c1-5-3-4-6-2/h3-4H2,1-2H3<sep>41.0<sep><inchi>InChI=1S/C7H16O2/c1-8-6-4-3-5-7-9-2/h3-7H2,1-2H3<sep>10.0<sep><inchi>InChI=1S/Li.NO3/c;2-1(3)4/q+1;-1<sep>2.0<formulation_end>",<formulation_start><selfies>[C][O][C][C][C][#N]<sep>47.0<sep><selfies>[C][O][C][C][O][C]<sep>41.0<sep><selfies>[C][O][C][C][C][C][C][O][C]<sep>10.0<sep><selfies>[O][=N+1][Branch1][C][O-1][O-1].[Li+1]<sep>2.0<formulation_end>
98,<formulation_start>C1COCO1<sep>48.27<sep>CC(O)C<sep>44.11<sep>[Li]N(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F<sep>3.37<sep>[Li+].O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2<sep>2.7<sep>[Li+].[N+](=O)([O-])[O-]<sep>1.55<formulation_end>,0,<formulation_start><smiles>C1COCO1<sep>48.27<sep><smiles>CC(C)O<sep>44.11<sep><smiles>[Li]N(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F<sep>3.37<sep><smiles>O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>2.7<sep><smiles>O=[N+]([O-])[O-].[Li+]<sep>1.55<formulation_end>,<formulation_start><formula>C3H6O2<sep>48.27<sep><formula>C3H8O<sep>44.11<sep><formula>C2F6LiNO4S2<sep>3.37<sep><formula>C4BLiO8<sep>2.7<sep><formula>LiNO3<sep>1.55<formulation_end>,"<formulation_start><iupac>1,3-dioxolane<sep>48.27<sep><iupac>propan-2-ol<sep>44.11<sep><iupac>lithium;bis(trifluoromethylsulfonyl)azanide<sep>3.37<sep><iupac>lithium;1,4,6,9-tetraoxa-5-boranuidaspiro[4.4]nonane-2,3,7,8-tetrone<sep>2.7<sep><iupac>lithium;nitrate<sep>1.55<formulation_end>","<formulation_start><inchi>InChI=1S/C3H6O2/c1-2-5-3-4-1/h1-3H2<sep>48.27<sep><inchi>InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3<sep>44.11<sep><inchi>InChI=1S/C2F6NO4S2.Li/c3-1(4,5)14(10,11)9-15(12,13)2(6,7)8;/q-1;+1<sep>3.37<sep><inchi>InChI=1S/C4BO8.Li/c6-1-2(7)11-5(10-1)12-3(8)4(9)13-5;/q-1;+1<sep>2.7<sep><inchi>InChI=1S/Li.NO3/c;2-1(3)4/q+1;-1<sep>1.55<formulation_end>",<formulation_start><selfies>[C][C][O][C][O][Ring1][Branch1]<sep>48.27<sep><selfies>[C][C][Branch1][C][C][O]<sep>44.11<sep><selfies>[Li][N][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F]<sep>3.37<sep><selfies>[O][=C][O][B-1][Branch1][=Branch1][O][C][Ring1][Branch1][=O][O][C][=Branch1][C][=O][C][=Branch1][C][=O][O][Ring1][#Branch2].[Li+1]<sep>2.7<sep><selfies>[O][=N+1][Branch1][C][O-1][O-1].[Li+1]<sep>1.55<formulation_end>
88,<formulation_start>C1COCO1<sep>64.16<sep>COCCOCCOCCOC<sep>25.09<sep>[Li]N(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F<sep>4.75<sep>[Li+].O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2<sep>3.82<sep>[Li+].[N+](=O)([O-])[O-]<sep>2.18<formulation_end>,83,<formulation_start><smiles>C1COCO1<sep>64.16<sep><smiles>COCCOCCOCCOC<sep>25.09<sep><smiles>[Li]N(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F<sep>4.75<sep><smiles>O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>3.82<sep><smiles>O=[N+]([O-])[O-].[Li+]<sep>2.18<formulation_end>,<formulation_start><formula>C3H6O2<sep>64.16<sep><formula>C8H18O4<sep>25.09<sep><formula>C2F6LiNO4S2<sep>4.75<sep><formula>C4BLiO8<sep>3.82<sep><formula>LiNO3<sep>2.18<formulation_end>,"<formulation_start><iupac>1,3-dioxolane<sep>64.16<sep><iupac>1-methoxy-2-[2-(2-methoxyethoxy)ethoxy]ethane<sep>25.09<sep><iupac>lithium;bis(trifluoromethylsulfonyl)azanide<sep>4.75<sep><iupac>lithium;1,4,6,9-tetraoxa-5-boranuidaspiro[4.4]nonane-2,3,7,8-tetrone<sep>3.82<sep><iupac>lithium;nitrate<sep>2.18<formulation_end>","<formulation_start><inchi>InChI=1S/C3H6O2/c1-2-5-3-4-1/h1-3H2<sep>64.16<sep><inchi>InChI=1S/C8H18O4/c1-9-3-5-11-7-8-12-6-4-10-2/h3-8H2,1-2H3<sep>25.09<sep><inchi>InChI=1S/C2F6NO4S2.Li/c3-1(4,5)14(10,11)9-15(12,13)2(6,7)8;/q-1;+1<sep>4.75<sep><inchi>InChI=1S/C4BO8.Li/c6-1-2(7)11-5(10-1)12-3(8)4(9)13-5;/q-1;+1<sep>3.82<sep><inchi>InChI=1S/Li.NO3/c;2-1(3)4/q+1;-1<sep>2.18<formulation_end>",<formulation_start><selfies>[C][C][O][C][O][Ring1][Branch1]<sep>64.16<sep><selfies>[C][O][C][C][O][C][C][O][C][C][O][C]<sep>25.09<sep><selfies>[Li][N][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F]<sep>4.75<sep><selfies>[O][=C][O][B-1][Branch1][=Branch1][O][C][Ring1][Branch1][=O][O][C][=Branch1][C][=O][C][=Branch1][C][=O][O][Ring1][#Branch2].[Li+1]<sep>3.82<sep><selfies>[O][=N+1][Branch1][C][O-1][O-1].[Li+1]<sep>2.18<formulation_end>
70,<formulation_start>COCCC#N<sep>56.0<sep>COC(C(F)(F)F)C(F)(F)F<sep>42.0<sep>C1CCC(=O)OCC1<sep>0.0<sep>[Li+].[N+](=O)([O-])[O-]<sep>2.0<formulation_end>,129.075,<formulation_start><smiles>COCCC#N<sep>56.0<sep><smiles>COC(C(F)(F)F)C(F)(F)F<sep>42.0<sep><smiles>O=C1CCCCCO1<sep>0.0<sep><smiles>O=[N+]([O-])[O-].[Li+]<sep>2.0<formulation_end>,<formulation_start><formula>C4H7NO<sep>56.0<sep><formula>C4H4F6O<sep>42.0<sep><formula>C6H10O2<sep>0.0<sep><formula>LiNO3<sep>2.0<formulation_end>,"<formulation_start><iupac>3-methoxypropanenitrile<sep>56.0<sep><iupac>1,1,1,3,3,3-hexafluoro-2-methoxypropane<sep>42.0<sep><iupac>oxepan-2-one<sep>0.0<sep><iupac>lithium;nitrate<sep>2.0<formulation_end>","<formulation_start><inchi>InChI=1S/C4H7NO/c1-6-4-2-3-5/h2,4H2,1H3<sep>56.0<sep><inchi>InChI=1S/C4H4F6O/c1-11-2(3(5,6)7)4(8,9)10/h2H,1H3<sep>42.0<sep><inchi>InChI=1S/C6H10O2/c7-6-4-2-1-3-5-8-6/h1-5H2<sep>0.0<sep><inchi>InChI=1S/Li.NO3/c;2-1(3)4/q+1;-1<sep>2.0<formulation_end>",<formulation_start><selfies>[C][O][C][C][C][#N]<sep>56.0<sep><selfies>[C][O][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][Branch1][C][F][Branch1][C][F][F]<sep>42.0<sep><selfies>[O][=C][C][C][C][C][C][O][Ring1][#Branch1]<sep>0.0<sep><selfies>[O][=N+1][Branch1][C][O-1][O-1].[Li+1]<sep>2.0<formulation_end>
87,<formulation_start>C1COCO1<sep>73.8<sep>COCCOCCOCCOCCOC<sep>15.75<sep>[Li]N(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F<sep>4.57<sep>[Li+].O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2<sep>3.66<sep>[Li+].[N+](=O)([O-])[O-]<sep>2.22<formulation_end>,105,<formulation_start><smiles>C1COCO1<sep>73.8<sep><smiles>COCCOCCOCCOCCOC<sep>15.75<sep><smiles>[Li]N(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F<sep>4.57<sep><smiles>O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>3.66<sep><smiles>O=[N+]([O-])[O-].[Li+]<sep>2.22<formulation_end>,<formulation_start><formula>C3H6O2<sep>73.8<sep><formula>C10H22O5<sep>15.75<sep><formula>C2F6LiNO4S2<sep>4.57<sep><formula>C4BLiO8<sep>3.66<sep><formula>LiNO3<sep>2.22<formulation_end>,"<formulation_start><iupac>1,3-dioxolane<sep>73.8<sep><iupac>1-methoxy-2-[2-[2-(2-methoxyethoxy)ethoxy]ethoxy]ethane<sep>15.75<sep><iupac>lithium;bis(trifluoromethylsulfonyl)azanide<sep>4.57<sep><iupac>lithium;1,4,6,9-tetraoxa-5-boranuidaspiro[4.4]nonane-2,3,7,8-tetrone<sep>3.66<sep><iupac>lithium;nitrate<sep>2.22<formulation_end>","<formulation_start><inchi>InChI=1S/C3H6O2/c1-2-5-3-4-1/h1-3H2<sep>73.8<sep><inchi>InChI=1S/C10H22O5/c1-11-3-5-13-7-9-15-10-8-14-6-4-12-2/h3-10H2,1-2H3<sep>15.75<sep><inchi>InChI=1S/C2F6NO4S2.Li/c3-1(4,5)14(10,11)9-15(12,13)2(6,7)8;/q-1;+1<sep>4.57<sep><inchi>InChI=1S/C4BO8.Li/c6-1-2(7)11-5(10-1)12-3(8)4(9)13-5;/q-1;+1<sep>3.66<sep><inchi>InChI=1S/Li.NO3/c;2-1(3)4/q+1;-1<sep>2.22<formulation_end>",<formulation_start><selfies>[C][C][O][C][O][Ring1][Branch1]<sep>73.8<sep><selfies>[C][O][C][C][O][C][C][O][C][C][O][C][C][O][C]<sep>15.75<sep><selfies>[Li][N][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F]<sep>4.57<sep><selfies>[O][=C][O][B-1][Branch1][=Branch1][O][C][Ring1][Branch1][=O][O][C][=Branch1][C][=O][C][=Branch1][C][=O][O][Ring1][#Branch2].[Li+1]<sep>3.66<sep><selfies>[O][=N+1][Branch1][C][O-1][O-1].[Li+1]<sep>2.22<formulation_end>
36,<formulation_start>COCCC#N<sep>56.0<sep>C1CCOC1<sep>42.0<sep>C1CCC(=O)OCC1<sep>0.0<sep>[Li+].[N+](=O)([O-])[O-]<sep>2.0<formulation_end>,77.82,<formulation_start><smiles>COCCC#N<sep>56.0<sep><smiles>C1CCOC1<sep>42.0<sep><smiles>O=C1CCCCCO1<sep>0.0<sep><smiles>O=[N+]([O-])[O-].[Li+]<sep>2.0<formulation_end>,<formulation_start><formula>C4H7NO<sep>56.0<sep><formula>C4H8O<sep>42.0<sep><formula>C6H10O2<sep>0.0<sep><formula>LiNO3<sep>2.0<formulation_end>,<formulation_start><iupac>3-methoxypropanenitrile<sep>56.0<sep><iupac>oxolane<sep>42.0<sep><iupac>oxepan-2-one<sep>0.0<sep><iupac>lithium;nitrate<sep>2.0<formulation_end>,"<formulation_start><inchi>InChI=1S/C4H7NO/c1-6-4-2-3-5/h2,4H2,1H3<sep>56.0<sep><inchi>InChI=1S/C4H8O/c1-2-4-5-3-1/h1-4H2<sep>42.0<sep><inchi>InChI=1S/C6H10O2/c7-6-4-2-1-3-5-8-6/h1-5H2<sep>0.0<sep><inchi>InChI=1S/Li.NO3/c;2-1(3)4/q+1;-1<sep>2.0<formulation_end>",<formulation_start><selfies>[C][O][C][C][C][#N]<sep>56.0<sep><selfies>[C][C][C][O][C][Ring1][Branch1]<sep>42.0<sep><selfies>[O][=C][C][C][C][C][C][O][Ring1][#Branch1]<sep>0.0<sep><selfies>[O][=N+1][Branch1][C][O-1][O-1].[Li+1]<sep>2.0<formulation_end>
21,<formulation_start>COCCC#N<sep>47.0<sep>COCCOC<sep>41.0<sep>O1CCOC1<sep>10.0<sep>[Li+].[N+](=O)([O-])[O-]<sep>2.0<formulation_end>,97.2244,<formulation_start><smiles>COCCC#N<sep>47.0<sep><smiles>COCCOC<sep>41.0<sep><smiles>C1COCO1<sep>10.0<sep><smiles>O=[N+]([O-])[O-].[Li+]<sep>2.0<formulation_end>,<formulation_start><formula>C4H7NO<sep>47.0<sep><formula>C4H10O2<sep>41.0<sep><formula>C3H6O2<sep>10.0<sep><formula>LiNO3<sep>2.0<formulation_end>,"<formulation_start><iupac>3-methoxypropanenitrile<sep>47.0<sep><iupac>1,2-dimethoxyethane<sep>41.0<sep><iupac>1,3-dioxolane<sep>10.0<sep><iupac>lithium;nitrate<sep>2.0<formulation_end>","<formulation_start><inchi>InChI=1S/C4H7NO/c1-6-4-2-3-5/h2,4H2,1H3<sep>47.0<sep><inchi>InChI=1S/C4H10O2/c1-5-3-4-6-2/h3-4H2,1-2H3<sep>41.0<sep><inchi>InChI=1S/C3H6O2/c1-2-5-3-4-1/h1-3H2<sep>10.0<sep><inchi>InChI=1S/Li.NO3/c;2-1(3)4/q+1;-1<sep>2.0<formulation_end>",<formulation_start><selfies>[C][O][C][C][C][#N]<sep>47.0<sep><selfies>[C][O][C][C][O][C]<sep>41.0<sep><selfies>[C][C][O][C][O][Ring1][Branch1]<sep>10.0<sep><selfies>[O][=N+1][Branch1][C][O-1][O-1].[Li+1]<sep>2.0<formulation_end>
83,<formulation_start>C1COCO1<sep>56.0<sep>COC(C(F)(F)F)C(F)(F)F<sep>38.0<sep>[Li]N(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F<sep>4.0<sep>[Li+].[N+](=O)([O-])[O-]<sep>2.0<formulation_end>,0,<formulation_start><smiles>C1COCO1<sep>56.0<sep><smiles>COC(C(F)(F)F)C(F)(F)F<sep>38.0<sep><smiles>[Li]N(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F<sep>4.0<sep><smiles>O=[N+]([O-])[O-].[Li+]<sep>2.0<formulation_end>,<formulation_start><formula>C3H6O2<sep>56.0<sep><formula>C4H4F6O<sep>38.0<sep><formula>C2F6LiNO4S2<sep>4.0<sep><formula>LiNO3<sep>2.0<formulation_end>,"<formulation_start><iupac>1,3-dioxolane<sep>56.0<sep><iupac>1,1,1,3,3,3-hexafluoro-2-methoxypropane<sep>38.0<sep><iupac>lithium;bis(trifluoromethylsulfonyl)azanide<sep>4.0<sep><iupac>lithium;nitrate<sep>2.0<formulation_end>","<formulation_start><inchi>InChI=1S/C3H6O2/c1-2-5-3-4-1/h1-3H2<sep>56.0<sep><inchi>InChI=1S/C4H4F6O/c1-11-2(3(5,6)7)4(8,9)10/h2H,1H3<sep>38.0<sep><inchi>InChI=1S/C2F6NO4S2.Li/c3-1(4,5)14(10,11)9-15(12,13)2(6,7)8;/q-1;+1<sep>4.0<sep><inchi>InChI=1S/Li.NO3/c;2-1(3)4/q+1;-1<sep>2.0<formulation_end>",<formulation_start><selfies>[C][C][O][C][O][Ring1][Branch1]<sep>56.0<sep><selfies>[C][O][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][Branch1][C][F][Branch1][C][F][F]<sep>38.0<sep><selfies>[Li][N][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F]<sep>4.0<sep><selfies>[O][=N+1][Branch1][C][O-1][O-1].[Li+1]<sep>2.0<formulation_end>
9,<formulation_start>COCCC#N<sep>47.0<sep>COCCOC<sep>41.0<sep>C1COC(=O)O1<sep>10.0<sep>[Li+].[N+](=O)([O-])[O-]<sep>2.0<formulation_end>,91.00521,<formulation_start><smiles>COCCC#N<sep>47.0<sep><smiles>COCCOC<sep>41.0<sep><smiles>O=C1OCCO1<sep>10.0<sep><smiles>O=[N+]([O-])[O-].[Li+]<sep>2.0<formulation_end>,<formulation_start><formula>C4H7NO<sep>47.0<sep><formula>C4H10O2<sep>41.0<sep><formula>C3H4O3<sep>10.0<sep><formula>LiNO3<sep>2.0<formulation_end>,"<formulation_start><iupac>3-methoxypropanenitrile<sep>47.0<sep><iupac>1,2-dimethoxyethane<sep>41.0<sep><iupac>1,3-dioxolan-2-one<sep>10.0<sep><iupac>lithium;nitrate<sep>2.0<formulation_end>","<formulation_start><inchi>InChI=1S/C4H7NO/c1-6-4-2-3-5/h2,4H2,1H3<sep>47.0<sep><inchi>InChI=1S/C4H10O2/c1-5-3-4-6-2/h3-4H2,1-2H3<sep>41.0<sep><inchi>InChI=1S/C3H4O3/c4-3-5-1-2-6-3/h1-2H2<sep>10.0<sep><inchi>InChI=1S/Li.NO3/c;2-1(3)4/q+1;-1<sep>2.0<formulation_end>",<formulation_start><selfies>[C][O][C][C][C][#N]<sep>47.0<sep><selfies>[C][O][C][C][O][C]<sep>41.0<sep><selfies>[O][=C][O][C][C][O][Ring1][Branch1]<sep>10.0<sep><selfies>[O][=N+1][Branch1][C][O-1][O-1].[Li+1]<sep>2.0<formulation_end>
